alias,canonical_role_id,canonical_role,evidence_count
AI协作工具产品客户端研发高级工程师岗位,java-backend-engineer,Java 后端工程师,1
AI宠物-客户端工程师,java-backend-engineer,Java 后端工程师,1
AI方向-高级研效开发工程师,java-backend-engineer,Java 后端工程师,1
AI金融数据工程师,java-backend-engineer,Java 后端工程师,1
AW项目组-AI产品前端工程师,java-backend-engineer,Java 后端工程师,1
BDJava开发工程师,java-backend-engineer,Java 后端工程师,1
Cloud Engineer,java-backend-engineer,Java 后端工程师,1
Data Engineer 105992,java-backend-engineer,Java 后端工程师,1
Data Engineer Intern 107681,java-backend-engineer,Java 后端工程师,1
Database Administrator Intern 107379,java-backend-engineer,Java 后端工程师,1
Database Administrator Intern 107380,java-backend-engineer,Java 后端工程师,1
EB 前端后端 工程师,java-backend-engineer,Java 后端工程师,1
Game Design Intern — Rapid Prototyping 107688,java-backend-engineer,Java 后端工程师,1
G后台调测工程师,java-backend-engineer,Java 后端工程师,1
J3-UE5微恐射击-UE5客户端开发,java-backend-engineer,Java 后端工程师,1
J3-UE5微恐射击-UE5客户端开发-性能,java-backend-engineer,Java 后端工程师,1
J3-UE5微恐射击-UE5客户端开发（Gameplay/玩法）,java-backend-engineer,Java 后端工程师,1
J3-UE5微恐射击-UE5客户端开发（怪物/AI）,java-backend-engineer,Java 后端工程师,1
J3-UE5微恐射击-UE5客户端开发（武器/3C）,java-backend-engineer,Java 后端工程师,1
J3-UE5微恐射击-UE5客户端开发（研效）-新星引力计划,java-backend-engineer,Java 后端工程师,1
J3-UE5微恐射击-后台开发,java-backend-engineer,Java 后端工程师,1
J3-UE5微恐射击-后台开发-新星引力计划,java-backend-engineer,Java 后端工程师,1
J3-UE5微恐射击-后台开发（UE5 DS方向）,java-backend-engineer,Java 后端工程师,1
J3-UE5微恐射击-客户端开发（CI/研发效能）,java-backend-engineer,Java 后端工程师,1
JAVA 开发工程师,java-backend-engineer,Java 后端工程师,1
JAVA中级工程师-AI方向 (MJ003819),java-backend-engineer,Java 后端工程师,1
JAVA中级开发工程师,java-backend-engineer,Java 后端工程师,1
JAVA程序员,java-backend-engineer,Java 后端工程师,1
JAVA级工程师,java-backend-engineer,Java 后端工程师,1
JAVA软件开发工程师,java-backend-engineer,Java 后端工程师,1
Java,java-backend-engineer,Java 后端工程师,1
Java eb工程师,java-backend-engineer,Java 后端工程师,1
Java 初中级工程师,java-backend-engineer,Java 后端工程师,1
Java.net软件工程师,java-backend-engineer,Java 后端工程师,1
Java专家,java-backend-engineer,Java 后端工程师,1
Java中级工程师,java-backend-engineer,Java 后端工程师,1
Java全栈工程师,java-backend-engineer,Java 后端工程师,1
Java后端开发工程师(大数据数仓方向),java-backend-engineer,Java 后端工程师,1
Java后端技术专家(A228987),java-backend-engineer,Java 后端工程师,1
Java工程师-校招/实习转正(J15117),java-backend-engineer,Java 后端工程师,1
Java开发工程师(J10063),java-backend-engineer,Java 后端工程师,1
Java开发工程师(售后工具平台)（J101239）,java-backend-engineer,Java 后端工程师,1
Java开发工程师（商城方向）,java-backend-engineer,Java 后端工程师,1
Java开发工程师（能源碳管理平台）(J10676),java-backend-engineer,Java 后端工程师,1
Java开发（呼和浩特）,java-backend-engineer,Java 后端工程师,1
Java开发（统招本科）,java-backend-engineer,Java 后端工程师,1
Java级工程师,java-backend-engineer,Java 后端工程师,1
Java级开发工程师,java-backend-engineer,Java 后端工程师,1
Java编程工程师,java-backend-engineer,Java 后端工程师,1
Java软件工程师,java-backend-engineer,Java 后端工程师,1
Java风控工程师,java-backend-engineer,Java 后端工程师,1
Junior Site Reliability Engineer 107553,java-backend-engineer,Java 后端工程师,1
Keeta技术 - 高级Java开发工程师(智能客服方向),java-backend-engineer,Java 后端工程师,1
Keeta技术-Java工程师（骑手配送方向）,java-backend-engineer,Java 后端工程师,1
Keeta技术-Java技术专家（配送定价方向）,java-backend-engineer,Java 后端工程师,1
Keeta技术-Java高级工程师(运力运营),java-backend-engineer,Java 后端工程师,1
Keeta技术-Java高级工程师（运力供给方向）,java-backend-engineer,Java 后端工程师,1
Keeta技术-后台工程师（调度系统方向）,java-backend-engineer,Java 后端工程师,1
Keeta技术-高级Java开发工程师（开放平台方向）,java-backend-engineer,Java 后端工程师,1
PUBG Mobile-游戏后台开发工程师(匹配方向)-新星引力计划,java-backend-engineer,Java 后端工程师,1
PUBG Mobile-游戏后台开发工程师-UGC方向,java-backend-engineer,Java 后端工程师,1
PUBG Mobile-游戏后台开发工程师-工程方向-新星引力计划,java-backend-engineer,Java 后端工程师,1
PUBG Mobile-高级算法工程师(数据挖掘)-新星引力计划,java-backend-engineer,Java 后端工程师,1
Product Engineer（Java后端/平台）,java-backend-engineer,Java 后端工程师,1
Project W-AI引擎工程师,java-backend-engineer,Java 后端工程师,1
QClaw-AI大模型算法高级工程师,java-backend-engineer,Java 后端工程师,1
QClaw-iOS/Android客户端开发工程师（深圳）,java-backend-engineer,Java 后端工程师,1
QClaw-高级TypeScript工程师（qclaw核心引擎方向）,java-backend-engineer,Java 后端工程师,1
QQ-#后台AI应用开发工程师#,java-backend-engineer,Java 后端工程师,1
RAG技术负责人/架构师,java-backend-engineer,Java 后端工程师,1
SLG（海外）-资深游戏服务器工程师,java-backend-engineer,Java 后端工程师,1
Senior Client Programmer,java-backend-engineer,Java 后端工程师,1
"Senior Researcher, Natural Language Processing",java-backend-engineer,Java 后端工程师,1
"Senior Software Engineer, Cross-Border Payment Systems",java-backend-engineer,Java 后端工程师,1
Senior Solution Architect,java-backend-engineer,Java 后端工程师,1
"Senior Technical Architect, Finance IT Systems",java-backend-engineer,Java 后端工程师,1
Software Engineer 104904,java-backend-engineer,Java 后端工程师,1
Software Engineering Intern 107328,java-backend-engineer,Java 后端工程师,1
Supercell游戏-服务器开发工程师,java-backend-engineer,Java 后端工程师,1
Supercell游戏《部落冲突》-游戏后台开发,java-backend-engineer,Java 后端工程师,1
"Technical Architect, Finance IT Systems",java-backend-engineer,Java 后端工程师,1
Tencent Cloud- Big Data Migration Architect (Indonesia),java-backend-engineer,Java 后端工程师,1
Tencent Cloud- Big Data Migration Architect (Malaysia),java-backend-engineer,Java 后端工程师,1
Tencent Cloud- PaaS Senior Site Reliability Engineer(Malaysia),java-backend-engineer,Java 后端工程师,1
WXG - Backend Engineer,java-backend-engineer,Java 后端工程师,1
WXG - Big Data Development Engineer Intern 107477,java-backend-engineer,Java 后端工程师,1
WeChat - Backend Developer Intern 107005,java-backend-engineer,Java 后端工程师,1
eb前端java工程师,java-backend-engineer,Java 后端工程师,1
java中级软件工程师,java-backend-engineer,Java 后端工程师,1
java全栈工程师,java-backend-engineer,Java 后端工程师,1
java国内软件工程师,java-backend-engineer,Java 后端工程师,1
java培训讲师,java-backend-engineer,Java 后端工程师,1
java对日开发工程师,java-backend-engineer,Java 后端工程师,1
java对日软件工程师,java-backend-engineer,Java 后端工程师,1
java开发经理,java-backend-engineer,Java 后端工程师,1
java开发软件工程师岗位,java-backend-engineer,Java 后端工程师,1
java研发工程师,java-backend-engineer,Java 后端工程师,1
java级软件工程师,java-backend-engineer,Java 后端工程师,1
java项目组长,java-backend-engineer,Java 后端工程师,1
java项目经理,java-backend-engineer,Java 后端工程师,1
php后端研发工程师,java-backend-engineer,Java 后端工程师,1
staff backend programmer,java-backend-engineer,Java 后端工程师,1
《三角洲行动》-后台开发工程师,java-backend-engineer,Java 后端工程师,1
《三角洲行动》-后台开发工程师-新星引力计划,java-backend-engineer,Java 后端工程师,1
《三角洲行动》-客户端开发工程师（性能优化）-大世界场景,java-backend-engineer,Java 后端工程师,1
《三角洲行动》-客户端开发工程师（玩法）-UGC-新星引力计划,java-backend-engineer,Java 后端工程师,1
《三角洲行动》-客户端开发工程师（编辑器开发与资源管理）-UGC,java-backend-engineer,Java 后端工程师,1
《三角洲行动》-资深客户端开发工程师（玩法）-UGC,java-backend-engineer,Java 后端工程师,1
《无畏契约手游》-前端开发工程师,java-backend-engineer,Java 后端工程师,1
《洛克王国：世界》-技术美术-动画向,java-backend-engineer,Java 后端工程师,1
《王者荣耀》游戏客户端开发工程师—游戏系统方向,java-backend-engineer,Java 后端工程师,1
《王者荣耀》资深AI全栈工程师,java-backend-engineer,Java 后端工程师,1
业务安全情报高级工程师,java-backend-engineer,Java 后端工程师,1
中级java工程师,java-backend-engineer,Java 后端工程师,1
中级java开发工程师,java-backend-engineer,Java 后端工程师,1
中级后端工程师,java-backend-engineer,Java 后端工程师,1
主机厂云控java开发工程师,java-backend-engineer,Java 后端工程师,1
云原生算力平台运维工程师(深圳/北京/上海),java-backend-engineer,Java 后端工程师,1
云存储平台研发专家,java-backend-engineer,Java 后端工程师,1
云存储平台研发组长,java-backend-engineer,Java 后端工程师,1
交易系统平台部-券平台-高级Java开发工程师,java-backend-engineer,Java 后端工程师,1
交易系统平台部-商品中心-商品标准化组-Java高级工程师/技术专家,java-backend-engineer,Java 后端工程师,1
交易系统平台部-订单履约售后-高级Java开发工程师,java-backend-engineer,Java 后端工程师,1
企业微信-AI Agent 引擎核心开发工程师,java-backend-engineer,Java 后端工程师,1
企业微信-AI应用后台开发工程师-AI大模型应用（成都/北京）,java-backend-engineer,Java 后端工程师,1
企业微信-AI应用后台开发工程师-RAG 方向（成都/北京）,java-backend-engineer,Java 后端工程师,1
企业微信-AI应用后台开发工程师-企业知识挖掘和应用（成都/北京）,java-backend-engineer,Java 后端工程师,1
企业微信-AI应用后台开发工程师-多智能体方向(成都/北京),java-backend-engineer,Java 后端工程师,1
企业微信-向量存储研发工程师-（成都/北京）,java-backend-engineer,Java 后端工程师,1
企业微信-数据库后台开发高级工程师,java-backend-engineer,Java 后端工程师,1
企业微信邮箱-高级后台开发工程师,java-backend-engineer,Java 后端工程师,1
元宝-后台开发工程师,java-backend-engineer,Java 后端工程师,1
元宝数据平台-后台开发工程师,java-backend-engineer,Java 后端工程师,1
元宝数据平台-数据工程,java-backend-engineer,Java 后端工程师,1
光子 AI-后台开发-UE DS & AI bot 方向,java-backend-engineer,Java 后端工程师,1
光子艺术部-AIGC 技术美术-(Agent向),java-backend-engineer,Java 后端工程师,1
全栈/后端开发工程师（到餐销售供给）,java-backend-engineer,Java 后端工程师,1
分布式计算研发工程师-Ray（深圳/北京/上海）,java-backend-engineer,Java 后端工程师,1
初中级java工程师营口,java-backend-engineer,Java 后端工程师,1
初级Java开发工程师,java-backend-engineer,Java 后端工程师,1
前端开发/后端开发/全栈工程师,java-backend-engineer,Java 后端工程师,1
北京招10人【Java开发工程师】双休,java-backend-engineer,Java 后端工程师,1
后台专员,java-backend-engineer,Java 后端工程师,1
后台开发 106516,java-backend-engineer,Java 后端工程师,1
后台开发工程师,java-backend-engineer,Java 后端工程师,1
后台开发工程师一广告创意中心,java-backend-engineer,Java 后端工程师,1
后台技术员,java-backend-engineer,Java 后端工程师,1
后台服务,java-backend-engineer,Java 后端工程师,1
后台维护专员,java-backend-engineer,Java 后端工程师,1
后台编辑,java-backend-engineer,Java 后端工程师,1
后端工程师,java-backend-engineer,Java 后端工程师,1
后端工程师-国际化品牌广告,java-backend-engineer,Java 后端工程师,1
后端开发工程师(J10080),java-backend-engineer,Java 后端工程师,1
商业增值-数据链路Java开发工程师（广告引擎方向）,java-backend-engineer,Java 后端工程师,1
商家客户平台-java工程师,java-backend-engineer,Java 后端工程师,1
大数据平台Notebook后台架构师,java-backend-engineer,Java 后端工程师,1
大数据平台后台开发工程师/技术专家(深圳/北京）,java-backend-engineer,Java 后端工程师,1
大数据开发工程师,java-backend-engineer,Java 后端工程师,1
大数据开发工程师（JAVA工程师),java-backend-engineer,Java 后端工程师,1
大数据运维工程师(深圳),java-backend-engineer,Java 后端工程师,1
大模型中台服务后台工程师,java-backend-engineer,Java 后端工程师,1
大模型应用开发平台技术专家,java-backend-engineer,Java 后端工程师,1
大模型推理后台开发工程师（深圳/北京/上海/杭州）,java-backend-engineer,Java 后端工程师,1
大语言模型应用工程师（Agent方向）,java-backend-engineer,Java 后端工程师,1
存储业务后台研发工程师,java-backend-engineer,Java 后端工程师,1
对日JAVA开发工程师,java-backend-engineer,Java 后端工程师,1
对日Java开发工程师,java-backend-engineer,Java 后端工程师,1
对日java开发工程师,java-backend-engineer,Java 后端工程师,1
对日java软件工程师,java-backend-engineer,Java 后端工程师,1
履约技术-Java高级工程师（AI Agent开发 & AI Coding方向）,java-backend-engineer,Java 后端工程师,1
微信 -大模型后台开发工程师-后训练方向,java-backend-engineer,Java 后端工程师,1
微信-后台开发工程师-AI语音/模型服务方向,java-backend-engineer,Java 后端工程师,1
微信-基础功能后台开发,java-backend-engineer,Java 后端工程师,1
微信-大模型(Agent)应用开发后台工程师,java-backend-engineer,Java 后端工程师,1
微信-客户端开发工程师-AI方向,java-backend-engineer,Java 后端工程师,1
微信-小程序测试开发工程师,java-backend-engineer,Java 后端工程师,1
微信-数据平台后台开发工程师,java-backend-engineer,Java 后端工程师,1
微信基础-后端开发工程师,java-backend-engineer,Java 后端工程师,1
微信安全-后台开发工程师,java-backend-engineer,Java 后端工程师,1
微信安全-风控算法工程师,java-backend-engineer,Java 后端工程师,1
微信小店-后台开发-治理方向,java-backend-engineer,Java 后端工程师,1
微信小店-后台开发工程师-交易基础(商品方向),java-backend-engineer,Java 后端工程师,1
微信小店-后台开发工程师-交易基础(带货方向),java-backend-engineer,Java 后端工程师,1
微信小店-后台开发工程师-交易基础(订单方向),java-backend-engineer,Java 后端工程师,1
微信小店-后台开发工程师-商业基建,java-backend-engineer,Java 后端工程师,1
微信小店-后台开发工程师-推荐系统方向,java-backend-engineer,Java 后端工程师,1
微信小店-应用运维安全工程师,java-backend-engineer,Java 后端工程师,1
微信小店-测试开发工程师,java-backend-engineer,Java 后端工程师,1
微信小游戏-应用开发工程师,java-backend-engineer,Java 后端工程师,1
微信小程序-前端开发工程师-开发者方向,java-backend-engineer,Java 后端工程师,1
微信小程序-后台开发工程师-境外方向,java-backend-engineer,Java 后端工程师,1
微信小程序-后台开发工程师-开发生态,java-backend-engineer,Java 后端工程师,1
微信小程序-大模型后台开发工程师-开发生态,java-backend-engineer,Java 后端工程师,1
微信开放平台-后台开发工程师-运营治理方向,java-backend-engineer,Java 后端工程师,1
微信支付-安全后台开发工程师,java-backend-engineer,Java 后端工程师,1
微信支付-安全开发工程师,java-backend-engineer,Java 后端工程师,1
微信支付-高级金融风控数据挖掘工程师,java-backend-engineer,Java 后端工程师,1
微信秒剪-大模型后端研发工程师-多模态方向,java-backend-engineer,Java 后端工程师,1
微信视频号-后台开发工程师-加热系统,java-backend-engineer,Java 后端工程师,1
微信视频号-后台开发高级工程师（大模型技术方向）,java-backend-engineer,Java 后端工程师,1
微信视频号-推荐后台工程师,java-backend-engineer,Java 后端工程师,1
微信视频号-推荐大模型后台开发工程师-加热系统,java-backend-engineer,Java 后端工程师,1
微信视频号-短视频客户端开发工程师,java-backend-engineer,Java 后端工程师,1
微信视频号直播-后台开发工程师,java-backend-engineer,Java 后端工程师,1
微信视频号直播-后台开发高级工程师-（深圳）,java-backend-engineer,Java 后端工程师,1
微信读书-大模型后台开发工程师,java-backend-engineer,Java 后端工程师,1
微信读书/输入法/秒剪-AI 应用客户端开发工程师,java-backend-engineer,Java 后端工程师,1
微信读书/输入法/秒剪-大模型应用研发工程师-Harness工程,java-backend-engineer,Java 后端工程师,1
微信读书产品部-AI 应用开发工程师,java-backend-engineer,Java 后端工程师,1
微信输入法-AI 应用全栈开发工程师,java-backend-engineer,Java 后端工程师,1
微信输入法-大模型后台开发工程师,java-backend-engineer,Java 后端工程师,1
微信输入法-大模型后台开发工程师-北京,java-backend-engineer,Java 后端工程师,1
搜狗输入法-移动客户端技术专家,java-backend-engineer,Java 后端工程师,1
数据架构-数据湖与数据集成后端开发,java-backend-engineer,Java 后端工程师,1
无人车智能后端研发工程师,java-backend-engineer,Java 后端工程师,1
智慧教育解决方案架构师,java-backend-engineer,Java 后端工程师,1
智能体-产品售前架构师-CodeBuddy,java-backend-engineer,Java 后端工程师,1
智能体-全栈开发工程师-CodeBuddy/WorkBuddy,java-backend-engineer,Java 后端工程师,1
智能体-强化学习算法研究员-CodeBuddy/WorkBuddy,java-backend-engineer,Java 后端工程师,1
智能体-桌面端技术专家-Electron/WorkBuddy,java-backend-engineer,Java 后端工程师,1
智能湖仓研发工程师（上海/深圳）,java-backend-engineer,Java 后端工程师,1
智能运维AI Agent平台-资深软件开发工程师,java-backend-engineer,Java 后端工程师,1
机器学习平台专家/架构师（深圳/北京/上海）,java-backend-engineer,Java 后端工程师,1
浏览器内核与自动化工程师（AI Agent领域）,java-backend-engineer,Java 后端工程师,1
混元-大模型应用开发工程师（北京/深圳）,java-backend-engineer,Java 后端工程师,1
混元Agent评测Infra工程专家（北京/上海/深圳）,java-backend-engineer,Java 后端工程师,1
混元后台开发工程师（深圳/北京）,java-backend-engineer,Java 后端工程师,1
混元大模型-后台开发工程师（北京/深圳）,java-backend-engineer,Java 后端工程师,1
混元大模型平台研发工程师（北京/深圳）,java-backend-engineer,Java 后端工程师,1
混元数据平台全栈开发工程师,java-backend-engineer,Java 后端工程师,1
游戏AI-AI后台开发工程师,java-backend-engineer,Java 后端工程师,1
游戏研发 Agent 产品策划,java-backend-engineer,Java 后端工程师,1
游戏音频算法专家,java-backend-engineer,Java 后端工程师,1
物联网后端开发工程师,java-backend-engineer,Java 后端工程师,1
管线数据工程师（深圳/北京）,java-backend-engineer,Java 后端工程师,1
精密制造IT解决方案工程师（CIM）,java-backend-engineer,Java 后端工程师,1
级JAVA开发工程师,java-backend-engineer,Java 后端工程师,1
级Java工程师,java-backend-engineer,Java 后端工程师,1
级java开发工程师,java-backend-engineer,Java 后端工程师,1
腾讯AI协作工具企业版后台开发工程师,java-backend-engineer,Java 后端工程师,1
腾讯乐享-高级算法工程师（NLP）,java-backend-engineer,Java 后端工程师,1
腾讯云- 可用性架构师,java-backend-engineer,Java 后端工程师,1
腾讯云-AI Agent测试工程师,java-backend-engineer,Java 后端工程师,1
腾讯云-MaaS高级后台研发工程师,java-backend-engineer,Java 后端工程师,1
腾讯云-中间件后台开发工程师-消息队列方向,java-backend-engineer,Java 后端工程师,1
腾讯云-安全产品高级测试工程师,java-backend-engineer,Java 后端工程师,1
腾讯云-运营开发高级工程师,java-backend-engineer,Java 后端工程师,1
腾讯云-高性能网络后台研发工程师,java-backend-engineer,Java 后端工程师,1
腾讯云AI前线部署工程师FDE-(北京/上海),java-backend-engineer,Java 后端工程师,1
腾讯云API-后台研发leader,java-backend-engineer,Java 后端工程师,1
腾讯云WeData-Data+AI平台研发专家,java-backend-engineer,Java 后端工程师,1
腾讯云乐享-全栈Agent研发工程师,java-backend-engineer,Java 后端工程师,1
腾讯云乐享-强化学习算法研究员,java-backend-engineer,Java 后端工程师,1
腾讯云全球CDN后台开发工程师(深圳),java-backend-engineer,Java 后端工程师,1
腾讯云大数据-实时引擎研发工程师,java-backend-engineer,Java 后端工程师,1
腾讯云大数据迁移工具-高级开发工程师,java-backend-engineer,Java 后端工程师,1
腾讯云数据库运维DBA,java-backend-engineer,Java 后端工程师,1
腾讯安全-AI代码安全产品经理,java-backend-engineer,Java 后端工程师,1
腾讯安全-移动端安全研究工程师-Android 逆向方向,java-backend-engineer,Java 后端工程师,1
腾讯文档-AI自动化测试工程师,java-backend-engineer,Java 后端工程师,1
腾讯游戏-AIGC后台开发工程师（数据方向）-新星引力计划,java-backend-engineer,Java 后端工程师,1
腾讯游戏-游戏AI后端开发高级工程师,java-backend-engineer,Java 后端工程师,1
腾讯营销-大模型深度LTV-算法工程师,java-backend-engineer,Java 后端工程师,1
腾讯视频-AI 原生全栈工程师,java-backend-engineer,Java 后端工程师,1
腾讯视频-安全后台开发工程师,java-backend-engineer,Java 后端工程师,1
行政后台,java-backend-engineer,Java 后端工程师,1
规划架构师-AI算力配套优化,java-backend-engineer,Java 后端工程师,1
计算机Java软件工程,java-backend-engineer,Java 后端工程师,1
财务科技-Java技术专家（费控方向）,java-backend-engineer,Java 后端工程师,1
资深AI测试专家（云数据业务方向）,java-backend-engineer,Java 后端工程师,1
资深AI测试工程师（云数据业务方向）,java-backend-engineer,Java 后端工程师,1
资深JAVA,java-backend-engineer,Java 后端工程师,1
资深Java开发工程师（C端方向）,java-backend-engineer,Java 后端工程师,1
软件工程师java,java-backend-engineer,Java 后端工程师,1
软件开发工程师(Java/React）,java-backend-engineer,Java 后端工程师,1
轻量云OpenClaw AI Agent 高级工程师,java-backend-engineer,Java 后端工程师,1
轻量云后台研发负责人,java-backend-engineer,Java 后端工程师,1
金铲铲之战-后台工程师,java-backend-engineer,Java 后端工程师,1
闪购-高级Java开发工程师（商品方向）,java-backend-engineer,Java 后端工程师,1
闪购-高级Java开发工程师（增长营销方向）,java-backend-engineer,Java 后端工程师,1
雾计算(PCDN)后台开发工程师,java-backend-engineer,Java 后端工程师,1
高级Java开发工程师-核心业务线-储备管理,java-backend-engineer,Java 后端工程师,1
高级java开发工程师,java-backend-engineer,Java 后端工程师,1
高级前端工程师,java-backend-engineer,Java 后端工程师,1
高级架构后端工程师-长春,java-backend-engineer,Java 后端工程师,1
魔方技术中心-游戏测试工程师-客户端性能测试方向,java-backend-engineer,Java 后端工程师,1
鲲鹏AI Infra高级工程师,java-backend-engineer,Java 后端工程师,1
Keemart Dark Store-Manager,role-keemart-dark-store-manager,Keemart Dark Store-Manager,1
Keemart Dark Store-supervisor,role-keemart-dark-store-supervisor,Keemart Dark Store-supervisor,1
Keemart PC Supervisor,role-keemart-pc-supervisor,Keemart PC Supervisor,1
Keemart-Expansion,role-keemart-expansion,Keemart-Expansion,1
Keemart-配送成本定价专家,role-keemart-配送成本定价,Keemart-配送成本定价,1
Keeta Brazil CE Finance BP,role-keeta-brazil-ce-finance-bp,Keeta Brazil CE Finance BP,1
Keeta Drone-Business Development Manager（方案销售）,role-keeta-drone-business-development-manager,Keeta Drone-Business Development Manager,1
Keeta Finance Business Partner (Brazil FP&A),role-keeta-finance-business-partner,Keeta Finance Business Partner,1
Keeta Finance Business Partner (Brazil),role-keeta-finance-business-partner,Keeta Finance Business Partner,1
Keeta Finance Business Partner (Saudi Arabia),role-keeta-finance-business-partner,Keeta Finance Business Partner,1
Keeta Finance Business Partner (United Arab Emirates ),role-keeta-finance-business-partner,Keeta Finance Business Partner,1
Keeta Internal Control Manager（KSA））,role-keeta-internal-control-manager,Keeta Internal Control Manager）,1
Keeta巴西履约商业分析,role-keeta巴西履约商业分析,Keeta巴西履约商业分析,1
Keeta技术-核心全栈Agent工程师（供给方向）,role-keeta技术-核心全栈agent工程师,Keeta技术-核心全栈Agent工程师,1
Keeta沙特财务FPA,role-keeta沙特财务fpa,Keeta沙特财务FPA,1
Keeta海外招聘经理,role-keeta海外招聘经理,Keeta海外招聘经理,1
Key Account Manager,role-key-account-manager,Key Account Manager,1
K项目--南京BDM,role-k项目-南京bdm,K项目--南京BDM,1
LCOS工艺专家,role-lcos工艺,LCOS工艺,1
Lead Engine System Engineer,role-lead-engine-system-engineer,Lead Engine System Engineer,1
Lead Gameplay Engineer,role-lead-gameplay-engineer,Lead Gameplay Engineer,1
"Legal Counsel, Cloud",role-legal-counsel-cloud,"Legal Counsel, Cloud",1
"Litigation Legal Counsel, Saudi Arabia",role-litigation-legal-counsel-saudi-arabia,"Litigation Legal Counsel, Saudi Arabia",1
Low Voltage Project Manager-Doha / Kuwait City,role-low-voltage-project-manager-doha-kuwait-city,Low Voltage Project Manager-Doha / Kuwait City,1
MEMS Process Principle Engineer,role-mems-process-principle-engineer,MEMS Process Principle Engineer,1
"Manager, Supplier Advertising Sales ID212354",role-manager-supplier-advertising-sales-id212354,"Manager, Supplier Advertising Sales ID212354",1
Mechanical Design Engineer,role-mechanical-design-engineer,Mechanical Design Engineer,1
Mechanical Design Engineer（CAD）,role-mechanical-design-engineer,Mechanical Design Engineer,1
Multimedia development intern 107331,role-multimedia-development-intern-107331,Multimedia development intern 107331,1
NVH工艺专家（智能电动）,role-nvh工艺,NVH工艺,1
Nonfood Category Manager,role-nonfood-category-manager,Nonfood Category Manager,1
Nutrition Sales,role-nutrition-sales,Nutrition Sales,1
OA项目经理,role-oa项目经理,OA项目经理,1
OPC Development Engineer,role-opc-development-engineer,OPC Development Engineer,1
OS融合内存专家,role-os融合内存,OS融合内存,1
Optical Chip Engineer,role-optical-chip-engineer,Optical Chip Engineer,1
PMO,role-pmo,PMO,1
高级PS 框架研发工程师,role-ps-框架研发工程师,PS 框架研发工程师,1
PUBG Mobile-游戏引擎开发工程师-图形渲染,role-pubg-mobile-游戏引擎开发工程师-图形渲染,PUBG Mobile-游戏引擎开发工程师-图形渲染,1
PUBG Mobile-游戏引擎开发工程师(图形渲染)-新星引力计划,role-pubg-mobile-游戏引擎开发工程师-新星引力计划,PUBG Mobile-游戏引擎开发工程师-新星引力计划,1
PUBGM电竞赛事经理,role-pubgm电竞赛事经理,PUBGM电竞赛事经理,1
PUBGM资深电竞赛事经理,role-pubgm电竞赛事经理,PUBGM电竞赛事经理,1
Paeds Regional Sales Manager - 东一区,role-paeds-regional-sales-manager-东一区,Paeds Regional Sales Manager - 东一区,1
People Operations Associate 106179,role-people-operations-associate-106179,People Operations Associate 106179,1
Procurement Manager – Manpower & Labor Services,role-procurement-manager-manpower-labor-services,Procurement Manager – Manpower & Labor Services,1
Project Manager,role-project-manager,Project Manager,1
Quality Management,role-quality-management,Quality Management,1
Revit对日工程师,role-revit对日工程师,Revit对日工程师,1
S2-WXG财务管理,role-s2-wxg财务管理,S2-WXG财务管理,1
SSD固件开发高级工程师,role-ssd固件开发工程师,SSD固件开发工程师,1
Sales Excellence Supervisor,role-sales-excellence-supervisor,Sales Excellence Supervisor,1
Sales Interior China,role-sales-interior-china,Sales Interior China,1
"Sales Manager, North China",role-sales-manager-north-china,"Sales Manager, North China",1
Sales Support Analyst (KA),role-sales-support-analyst,Sales Support Analyst,1
Senior Specialist-Quality Assurance and Training,role-specialist-quality-assurance-and-training,Specialist-Quality Assurance and Training,1
Sr. Sales Operation & Channel Management Manager,role-sr-sales-operation-channel-management-manager,Sr. Sales Operation & Channel Management Manager,1
Strategic Design Engineering（Apple）【口语流利】,role-strategic-design-engineering-口语流利,Strategic Design Engineering【口语流利】,1
Strategic Investment Director,role-strategic-investment-director,Strategic Investment Director,1
Strategy Project Manager,role-strategy-project-manager,Strategy Project Manager,1
Supercell游戏-海外业务合作与管理,role-supercell游戏-海外业务合作与管理,Supercell游戏-海外业务合作与管理,1
TDSQL存储引擎研发工程师(北京/上海/深圳),role-tdsql存储引擎研发工程师,TDSQL存储引擎研发工程师,1
TDSQL计算引擎研发工程师(北京/上海/深圳),role-tdsql计算引擎研发工程师,TDSQL计算引擎研发工程师,1
TPM项目经理（具身机器人）,role-tpm项目经理,TPM项目经理,1
Team Leader - Customer Experience,role-team-leader-customer-experience,Team Leader - Customer Experience,1
Technical Expert of Standard Cell Library,role-technical-expert-of-standard-cell-library,Technical Expert of Standard Cell Library,1
Technology Platform-游戏引擎研发工程师-(渲染性能优化),role-technology-platform-游戏引擎研发工程师,Technology Platform-游戏引擎研发工程师-,1
WXG - Data Scientist Intern (Safety Strategies) 107551,role-wxg-data-scientist-intern-107551,WXG - Data Scientist Intern 107551,1
WeChat - Data Scientist (Safety Strategies) 107007,role-wechat-data-scientist-107007,WeChat - Data Scientist 107007,1
Weak current PM in Riyadh/Jeddah/Dammam,role-weak-current-pm-in-riyadh-jeddah-dammam,Weak current PM in Riyadh/Jeddah/Dammam,1
[直接谈]质管部长,role-直接谈-质管部长,[直接谈]质管部长,1
app项目经理,role-app项目经理,app项目经理,1
bim项目经理,role-bim项目经理,bim项目经理,1
cad绘图员,role-cad绘图员,cad绘图员,1
d建模师,role-d建模师,d建模师,1
