alias,canonical_role_id,canonical_role,evidence_count
挤压机主操,backend-engineer,后端工程师,1
振动传感器研发工程师,backend-engineer,后端工程师,1
振动噪音工程师,backend-engineer,后端工程师,1
损检测员UTRTPTMT,backend-engineer,后端工程师,1
损检测资料员,backend-engineer,后端工程师,1
换模工,backend-engineer,后端工程师,1
授权专员,backend-engineer,后端工程师,1
排水工程师,backend-engineer,后端工程师,1
排版员,backend-engineer,后端工程师,1
排量摩托车销售顾问,backend-engineer,后端工程师,1
接单员,backend-engineer,后端工程师,1
接听客服专员包,backend-engineer,后端工程师,1
接地施工员,backend-engineer,后端工程师,1
接待主管,backend-engineer,后端工程师,1
接待收银,backend-engineer,后端工程师,1
接待文员,backend-engineer,后端工程师,1
接待顾问销售顾问,backend-engineer,后端工程师,1
接样员,backend-engineer,后端工程师,1
接线电工,backend-engineer,后端工程师,1
接警文员,backend-engineer,后端工程师,1
接货员,backend-engineer,后端工程师,1
接送货员操作工,backend-engineer,后端工程师,1
控制工程师,backend-engineer,后端工程师,1
控制策略工程师,backend-engineer,后端工程师,1
控员,backend-engineer,后端工程师,1
推广主管专员,backend-engineer,后端工程师,1
推广主管（京东））,backend-engineer,后端工程师,1
推广宣传专员,backend-engineer,后端工程师,1
推广工程师,backend-engineer,后端工程师,1
推广总监,backend-engineer,后端工程师,1
推广文案,backend-engineer,后端工程师,1
推广策划专员,backend-engineer,后端工程师,1
推广销售代表,backend-engineer,后端工程师,1
推广销售顾问,backend-engineer,后端工程师,1
推拿师,backend-engineer,后端工程师,1
推拿按摩师,backend-engineer,后端工程师,1
推理框架研发工程师,backend-engineer,后端工程师,1
描稿员,backend-engineer,后端工程师,1
提 销售专员商务代表,backend-engineer,后端工程师,1
提供置业顾问,backend-engineer,后端工程师,1
提琴老师,backend-engineer,后端工程师,1
插、铣、磨床操作工,backend-engineer,后端工程师,1
插头车间主任,backend-engineer,后端工程师,1
揽销售专员,backend-engineer,后端工程师,1
搅拌机操作工,backend-engineer,后端工程师,1
搅拌站中控员,backend-engineer,后端工程师,1
搬运/发运班长,backend-engineer,后端工程师,1
搬运工包,backend-engineer,后端工程师,1
搭建师,backend-engineer,后端工程师,1
摄像师掌机,backend-engineer,后端工程师,1
摄像师摄影师,backend-engineer,后端工程师,1
摄像师编导后期制作,backend-engineer,后端工程师,1
摄影,backend-engineer,后端工程师,1
摄影会员,backend-engineer,后端工程师,1
摄影剪辑制作师,backend-engineer,后端工程师,1
摄影后期制作,backend-engineer,后端工程师,1
摄影培训老师,backend-engineer,后端工程师,1
摄影培训讲师,backend-engineer,后端工程师,1
摄影室修图师,backend-engineer,后端工程师,1
摄影师后期制作,backend-engineer,后端工程师,1
摄影师视频编辑,backend-engineer,后端工程师,1
摄影师（创业）,backend-engineer,后端工程师,1
摄影摄像后期制作,backend-engineer,后端工程师,1
摄影摄像老师,backend-engineer,后端工程师,1
摄影摄像讲师,backend-engineer,后端工程师,1
摄影编辑,backend-engineer,后端工程师,1
摄影视频制作,backend-engineer,后端工程师,1
摇臂钻,backend-engineer,后端工程师,1
摇臂钻工,backend-engineer,后端工程师,1
操作专员,backend-engineer,后端工程师,1
操作主管,backend-engineer,后端工程师,1
操作内勤,backend-engineer,后端工程师,1
操作工 宽城区,backend-engineer,后端工程师,1
操作工 普工,backend-engineer,后端工程师,1
操作工*费用*,backend-engineer,后端工程师,1
操作工+质检+实验室空调房工作,backend-engineer,后端工程师,1
操作工/线检,backend-engineer,后端工程师,1
操作工/终检,backend-engineer,后端工程师,1
操作工Operation Support-上海外高桥,backend-engineer,后端工程师,1
操作工~包吃-长白班-五险一金,backend-engineer,后端工程师,1
操作工名,backend-engineer,后端工程师,1
操作工普工普工,backend-engineer,后端工程师,1
操作工车床工,backend-engineer,后端工程师,1
操作工（机柜组装方向）,backend-engineer,后端工程师,1
操作技工,backend-engineer,后端工程师,1
操作技术工人,backend-engineer,后端工程师,1
操作文员,backend-engineer,后端工程师,1
操作普工,backend-engineer,后端工程师,1
操作普工 交,backend-engineer,后端工程师,1
操作部经理,backend-engineer,后端工程师,1
支付宝NFC碰一碰安装,backend-engineer,后端工程师,1
支公司负责人 (MJ009345),backend-engineer,后端工程师,1
支公司负责人 (MJ009346),backend-engineer,后端工程师,1
支公司负责人 (MJ009347),backend-engineer,后端工程师,1
支公司负责人 (MJ009348),backend-engineer,后端工程师,1
支农大街药店营业员,backend-engineer,后端工程师,1
支持与服务专员,backend-engineer,后端工程师,1
支行公司业务部总经理,backend-engineer,后端工程师,1
收储运业务经理,backend-engineer,后端工程师,1
收入会计（优秀毕业生优先）,backend-engineer,后端工程师,1
收展保险代理人,backend-engineer,后端工程师,1
收展室主任,backend-engineer,后端工程师,1
收拾空箱（闲岗）,backend-engineer,后端工程师,1
收料仓管,backend-engineer,后端工程师,1
收款（粤语）-GDC-大连,backend-engineer,后端工程师,1
收派员,backend-engineer,后端工程师,1
收益管理,backend-engineer,后端工程师,1
收藏品 销售,backend-engineer,后端工程师,1
收货主管,backend-engineer,后端工程师,1
收货员工,backend-engineer,后端工程师,1
收货组长,backend-engineer,后端工程师,1
收费文员,backend-engineer,后端工程师,1
收银人员,backend-engineer,后端工程师,1
收银员 导购员,backend-engineer,后端工程师,1
收银员兼职,backend-engineer,后端工程师,1
收银员包,backend-engineer,后端工程师,1
收银员售票员,backend-engineer,后端工程师,1
收银员宿舍,backend-engineer,后端工程师,1
收银员财务,backend-engineer,后端工程师,1
收银库管,backend-engineer,后端工程师,1
收银销售,backend-engineer,后端工程师,1
放养管理员,backend-engineer,后端工程师,1
放射卫生工程师,backend-engineer,后端工程师,1
放射影像校准工程师,backend-engineer,后端工程师,1
放射影像科,backend-engineer,后端工程师,1
放射性药物评价专家(J10951),backend-engineer,后端工程师,1
放射科、检验科、护理部、药剂科、人事科、,backend-engineer,后端工程师,1
"放射科医师,彩超医师",backend-engineer,后端工程师,1
放射科医生,backend-engineer,后端工程师,1
放射诊断医师,backend-engineer,后端工程师,1
放映主管,backend-engineer,后端工程师,1
政企代表,backend-engineer,后端工程师,1
政企大客户销售经理,backend-engineer,后端工程师,1
政企销售,backend-engineer,后端工程师,1
政企销售主管,backend-engineer,后端工程师,1
政务业务员,backend-engineer,后端工程师,1
政务主管,backend-engineer,后端工程师,1
政务关系销售顾问,backend-engineer,后端工程师,1
政府专职消防员,backend-engineer,后端工程师,1
政府事务专员,backend-engineer,后端工程师,1
政府关系,backend-engineer,后端工程师,1
政府关系区域总裁（工程承建类）,backend-engineer,后端工程师,1
政府法律事务总监,backend-engineer,后端工程师,1
政府项目申报专员(J10061),backend-engineer,后端工程师,1
政府项目管理（财务背景）,backend-engineer,后端工程师,1
政治老师,backend-engineer,后端工程师,1
政策编辑,backend-engineer,后端工程师,1
政采销售经理,backend-engineer,后端工程师,1
故事编剧,backend-engineer,后端工程师,1
故障分析工程师,backend-engineer,后端工程师,1
效能办负责人,backend-engineer,后端工程师,1
教务 文职排课 不加班,backend-engineer,后端工程师,1
教务人员,backend-engineer,后端工程师,1
教务兼前台,backend-engineer,后端工程师,1
教务处专员,backend-engineer,后端工程师,1
教务处文员,backend-engineer,后端工程师,1
教务教学管理老师,backend-engineer,后端工程师,1
教务管理主任,backend-engineer,后端工程师,1
教务管理学习规划,backend-engineer,后端工程师,1
教务管理教务管理,backend-engineer,后端工程师,1
教务管理教务老师,backend-engineer,后端工程师,1
教务管理文员,backend-engineer,后端工程师,1
教务管理经理,backend-engineer,后端工程师,1
教务管理老师,backend-engineer,后端工程师,1
教务部执行经理,backend-engineer,后端工程师,1
教务顾问,backend-engineer,后端工程师,1
教区域销售经理,backend-engineer,后端工程师,1
教学教务主管,backend-engineer,后端工程师,1
教学教务管理岗,backend-engineer,后端工程师,1
教学校长,backend-engineer,后端工程师,1
教学研究员,backend-engineer,后端工程师,1
教学秘书,backend-engineer,后端工程师,1
教学管理人员,backend-engineer,后端工程师,1
教学管理老师,backend-engineer,后端工程师,1
教学顾问主管,backend-engineer,后端工程师,1
教官教练,backend-engineer,后端工程师,1
教导员,backend-engineer,后端工程师,1
教师幼师,backend-engineer,后端工程师,1
教研编辑,backend-engineer,后端工程师,1
教练员,backend-engineer,后端工程师,1
教综讲师,backend-engineer,后端工程师,1
教育专员,backend-engineer,后端工程师,1
教育咨询师课程顾问责,backend-engineer,后端工程师,1
教育咨询顾问,backend-engineer,后端工程师,1
教育咨询顾问宁波分校,backend-engineer,后端工程师,1
教育咨询顾问绩效,backend-engineer,后端工程师,1
教育培训高级经理,backend-engineer,后端工程师,1
教育市场专员-K12项目 调研宣传 6-8k,backend-engineer,后端工程师,1
教育文案编导,backend-engineer,后端工程师,1
教育机构电话销售,backend-engineer,后端工程师,1
教育渠道销售经理,backend-engineer,后端工程师,1
教育生销售,backend-engineer,后端工程师,1
教育行业客户经理,backend-engineer,后端工程师,1
教育行业销售主管,backend-engineer,后端工程师,1
教育行业销售经理,backend-engineer,后端工程师,1
教育规划师,backend-engineer,后端工程师,1
教育顾问,backend-engineer,后端工程师,1
教辅老师,backend-engineer,后端工程师,1
散打教练,backend-engineer,后端工程师,1
敦化业务员,backend-engineer,后端工程师,1
数奥老师,backend-engineer,后端工程师,1
数字化集成助理,backend-engineer,后端工程师,1
数字媒介资深采购经理,backend-engineer,后端工程师,1
数字电子硬件工程师,backend-engineer,后端工程师,1
数字电源AE,backend-engineer,后端工程师,1
数字矿山项目工程师,backend-engineer,后端工程师,1
数字能源业务拓展代表,backend-engineer,后端工程师,1
数字营销,backend-engineer,后端工程师,1
数字营销总经理/副总经理,backend-engineer,后端工程师,1
数字通信工程师,backend-engineer,后端工程师,1
数字验证工程师（DV/IC 功能验证）,backend-engineer,后端工程师,1
数字验证工程师（上海）,backend-engineer,后端工程师,1
数据专员Dell,backend-engineer,后端工程师,1
数据专员统计专员,backend-engineer,后端工程师,1
数据中心交换机硬件研发负责人（base上海）,backend-engineer,后端工程师,1
数据中心经理（中卫）(北京),backend-engineer,后端工程师,1
数据中心结构技术专家-Data-北京,backend-engineer,后端工程师,1
数据中心销售总监,backend-engineer,后端工程师,1
数据中心驻场工程师,backend-engineer,后端工程师,1
数据主管,backend-engineer,后端工程师,1
数据信息专员,backend-engineer,后端工程师,1
数据售前工程师,backend-engineer,后端工程师,1
数据处理专员,backend-engineer,后端工程师,1
数据实习生,backend-engineer,后端工程师,1
数据平台项目组研发工程师(A257180),backend-engineer,后端工程师,1
数据库开发工程师,backend-engineer,后端工程师,1
数据库技术顾问(J10293),backend-engineer,后端工程师,1
数据库管理员（DBA）-J361911,backend-engineer,后端工程师,1
数据库系统工程师,backend-engineer,后端工程师,1
数据录员,backend-engineer,后端工程师,1
数据录文员,backend-engineer,后端工程师,1
数据恢复技术人员,backend-engineer,后端工程师,1
数据技术与应用教师,backend-engineer,后端工程师,1
数据挖掘（呼和浩特 二面现场）,backend-engineer,后端工程师,1
数据教师,backend-engineer,后端工程师,1
数据服务工程师,backend-engineer,后端工程师,1
数据治理专家,backend-engineer,后端工程师,1
数据治理工程师(J10011),backend-engineer,后端工程师,1
数据研发,backend-engineer,后端工程师,1
数据管理员,backend-engineer,后端工程师,1
数据统计专员,backend-engineer,后端工程师,1
数据营销经理,backend-engineer,后端工程师,1
数据通信网络工程师B,backend-engineer,后端工程师,1
数据采集实习生(J16326),backend-engineer,后端工程师,1
数据采集岗（具身智能实验室）,backend-engineer,后端工程师,1
数据采集工程师,backend-engineer,后端工程师,1
数据采集工程师（工业设备/IoT方向）,backend-engineer,后端工程师,1
数据销售经理,backend-engineer,后端工程师,1
数据集销售高级总监（医疗方向）,backend-engineer,后端工程师,1
数控下料工,backend-engineer,后端工程师,1
数控冲床操作工,backend-engineer,后端工程师,1
数控刀具销售经理,backend-engineer,后端工程师,1
数控加工工程师,backend-engineer,后端工程师,1
数控培训师,backend-engineer,后端工程师,1
数控学员,backend-engineer,后端工程师,1
数控学徒,backend-engineer,后端工程师,1
数控工艺,backend-engineer,后端工程师,1
数控工艺师,backend-engineer,后端工程师,1
数控床操作工,backend-engineer,后端工程师,1
数控技师,backend-engineer,后端工程师,1
数控技术员,backend-engineer,后端工程师,1
数控折弯技工,backend-engineer,后端工程师,1
数控折弯操作工,backend-engineer,后端工程师,1
数控操作技工,backend-engineer,后端工程师,1
数控立车工,backend-engineer,后端工程师,1
数控编程工程师,backend-engineer,后端工程师,1
数控设备操作工,backend-engineer,后端工程师,1
数控车床工,backend-engineer,后端工程师,1
数控车床工程师,backend-engineer,后端工程师,1
数控车床操作工,backend-engineer,后端工程师,1
数控车间主管,backend-engineer,后端工程师,1
数控钣金技工,backend-engineer,后端工程师,1
数控铣操作工,backend-engineer,后端工程师,1
数控镗铣操作工,backend-engineer,后端工程师,1
数智化技术专家,backend-engineer,后端工程师,1
数码生产机长,backend-engineer,后端工程师,1
数车技术工,backend-engineer,后端工程师,1
数车调机员,backend-engineer,后端工程师,1
数通工程师,backend-engineer,后端工程师,1
数通驻场工程师,backend-engineer,后端工程师,1
整件员,backend-engineer,后端工程师,1
整合营销专家,backend-engineer,后端工程师,1
整形医生,backend-engineer,后端工程师,1
整形外科医生,backend-engineer,后端工程师,1
整机采购,backend-engineer,后端工程师,1
整箱操作,backend-engineer,后端工程师,1
整装专员,backend-engineer,后端工程师,1
整车E-Mark认证工程师,backend-engineer,后端工程师,1
整车会计,backend-engineer,后端工程师,1
整车动力性经济性开发工程【应届生】,backend-engineer,后端工程师,1
整车架构师,backend-engineer,后端工程师,1
整车标定工程师,backend-engineer,后端工程师,1
整车水管理/密封性工程师（上海/线上面试）,backend-engineer,后端工程师,1
整车热管理大客户经理,backend-engineer,后端工程师,1
整车销售顾问,backend-engineer,后端工程师,1
整车集成负责人,backend-engineer,后端工程师,1
文件人员,backend-engineer,后端工程师,1
文件管理员,backend-engineer,后端工程师,1
文具采购,backend-engineer,后端工程师,1
文创品店长,backend-engineer,后端工程师,1
文化艺术管理,backend-engineer,后端工程师,1
文化课与艺术类老师,backend-engineer,后端工程师,1
文史编辑,backend-engineer,后端工程师,1
文员 厚,backend-engineer,后端工程师,1
文员PS,backend-engineer,后端工程师,1
文员仓库管理员,backend-engineer,后端工程师,1
文员兼仓库管理员,backend-engineer,后端工程师,1
文员兼出纳,backend-engineer,后端工程师,1
文员兼库管,backend-engineer,后端工程师,1
文员制单,backend-engineer,后端工程师,1
文员前台名,backend-engineer,后端工程师,1
文员司磅员,backend-engineer,后端工程师,1
文员委培生,backend-engineer,后端工程师,1
文员环境,backend-engineer,后端工程师,1
文员统计员,backend-engineer,后端工程师,1
文员绩效,backend-engineer,后端工程师,1
文员网络采购员,backend-engineer,后端工程师,1
文员资料员,backend-engineer,后端工程师,1
文员领料员,backend-engineer,后端工程师,1
文字校对员,backend-engineer,后端工程师,1
文字申报专员,backend-engineer,后端工程师,1
文宣专员,backend-engineer,后端工程师,1
文宣主管,backend-engineer,后端工程师,1
文控,backend-engineer,后端工程师,1
文控专员(J10476),backend-engineer,后端工程师,1
文控工程师,backend-engineer,后端工程师,1
文控文员,backend-engineer,后端工程师,1
文旅街区招商,backend-engineer,后端工程师,1
文案/策划 copy (整合营销/种草),backend-engineer,后端工程师,1
文案/策划专员/主管,backend-engineer,后端工程师,1
文案企划,backend-engineer,后端工程师,1
文案写手/文字编辑,backend-engineer,后端工程师,1
文案创意,backend-engineer,后端工程师,1
文案宣传,backend-engineer,后端工程师,1
文案秘书,backend-engineer,后端工程师,1
文案策划( COPY 红书 抖音 种草)),backend-engineer,后端工程师,1
文案策划专员,backend-engineer,后端工程师,1
文案策划包,backend-engineer,后端工程师,1
文案策划实习,backend-engineer,后端工程师,1
文案策划师,backend-engineer,后端工程师,1
文案管理,backend-engineer,后端工程师,1
文案级文案,backend-engineer,后端工程师,1
文案美工,backend-engineer,后端工程师,1
文档/资料管理,backend-engineer,后端工程师,1
文档工程师,backend-engineer,后端工程师,1
文档总经理,backend-engineer,后端工程师,1
文理科编辑,backend-engineer,后端工程师,1
文科教师,backend-engineer,后端工程师,1
文稿校对师,backend-engineer,后端工程师,1
文综老师,backend-engineer,后端工程师,1
文职,backend-engineer,后端工程师,1
文职专员,backend-engineer,后端工程师,1
文职客服专员,backend-engineer,后端工程师,1
文职文员,backend-engineer,后端工程师,1
文胸营运经理,backend-engineer,后端工程师,1
料工,backend-engineer,后端工程师,1
料帐员,backend-engineer,后端工程师,1
料账员,backend-engineer,后端工程师,1
斯亚教育课程顾问,backend-engineer,后端工程师,1
新业务店总经理,backend-engineer,后端工程师,1
新东方大学市场专员（不坐班！）,backend-engineer,后端工程师,1
新人到手6500以上/无销售,backend-engineer,后端工程师,1
新人最低到手6500以上/年终奖,backend-engineer,后端工程师,1
新人训练推动岗,backend-engineer,后端工程师,1
新保专员,backend-engineer,后端工程师,1
新加坡销售,backend-engineer,后端工程师,1
新华区外贸业务员,backend-engineer,后端工程师,1
新售经理,backend-engineer,后端工程师,1
新娘顾问,backend-engineer,后端工程师,1
新媒体专员（摄影摄像视频剪辑）,backend-engineer,后端工程师,1
新媒体内容专员,backend-engineer,后端工程师,1
新媒体内容实习,backend-engineer,后端工程师,1
新媒体内容策划,backend-engineer,后端工程师,1
新媒体助理经理,backend-engineer,后端工程师,1
新媒体后期制作,backend-engineer,后端工程师,1
新媒体商务BD,backend-engineer,后端工程师,1
新媒体商务经理,backend-engineer,后端工程师,1
新媒体市场专员,backend-engineer,后端工程师,1
新媒体广告销售顾问,backend-engineer,后端工程师,1
新媒体投流主管,backend-engineer,后端工程师,1
新媒体拍摄剪辑师,backend-engineer,后端工程师,1
新媒体拍摄及剪辑（含直播搭建方向）,backend-engineer,后端工程师,1
新媒体推广专员,backend-engineer,后端工程师,1
新媒体摄影师,backend-engineer,后端工程师,1
新媒体文员,backend-engineer,后端工程师,1
新媒体文案策划,backend-engineer,后端工程师,1
新媒体活动策划专员,backend-engineer,后端工程师,1
新媒体短视频负责人,backend-engineer,后端工程师,1
新媒体策划（含直播策划方向）,backend-engineer,后端工程师,1
新媒体编导（教育行业/IP打造经验8-10K ）,backend-engineer,后端工程师,1
新媒体营销策划,backend-engineer,后端工程师,1
新媒体销售,backend-engineer,后端工程师,1
新媒体销售代表,backend-engineer,后端工程师,1
新媒体销售顾问,backend-engineer,后端工程师,1
新房房产经纪人,backend-engineer,后端工程师,1
新房案场专员,backend-engineer,后端工程师,1
新房置业顾问贝壳总部,backend-engineer,后端工程师,1
新房销售主管,backend-engineer,后端工程师,1
新房销售（天津新房业绩和单量双第一）包住+精准客源,backend-engineer,后端工程师,1
新房销售（精准客源 + 高转化 + 快速晋升，天津就业首选！）,backend-engineer,后端工程师,1
新房销售｜50 万业绩不是梦，精准客源喂到嘴边！,backend-engineer,后端工程师,1
新房驻场销售,backend-engineer,后端工程师,1
新手小白 家电清洗工程师（半拆）+包教 包会,backend-engineer,后端工程师,1
新收展售后主管,backend-engineer,后端工程师,1
新收展岗（售后服务）,backend-engineer,后端工程师,1
新案场物业经理,backend-engineer,后端工程师,1
新楼盘级置业顾问,backend-engineer,后端工程师,1
新玛特店！8-13K，迪桑特，五险一金,backend-engineer,后端工程师,1
新生儿护士,backend-engineer,后端工程师,1
新百店护士,backend-engineer,后端工程师,1
新能源/汽车换电站-就近分配,backend-engineer,后端工程师,1
新能源事业部技术专员（光伏造价测算）,backend-engineer,后端工程师,1
新能源会计,backend-engineer,后端工程师,1
新能源储能大客户/总监,backend-engineer,后端工程师,1
新能源冷藏车一线营销专员,backend-engineer,后端工程师,1
新能源汽修教师,backend-engineer,后端工程师,1
新能源汽车主播,backend-engineer,后端工程师,1
新能源汽车销售顾问,backend-engineer,后端工程师,1
新能源置换评估师~天津,backend-engineer,后端工程师,1
新能源设备技术主管,backend-engineer,后端工程师,1
新能源车驻店延保销售|薪资一万起,backend-engineer,后端工程师,1
新能源重卡销售经理（省内异地）,backend-engineer,后端工程师,1
新能源重卡销售（省内异地）,backend-engineer,后端工程师,1
新能源铲运机项目负责人,backend-engineer,后端工程师,1
新药发现负责人 (MJ002105),backend-engineer,后端工程师,1
新药发现高级科学家 (MJ001372),backend-engineer,后端工程师,1
新药研发部工程师,backend-engineer,后端工程师,1
新车商务经理（分期）,backend-engineer,后端工程师,1
新车销售顾问,backend-engineer,后端工程师,1
新闻媒体技术+网络媒体技术专任教师,backend-engineer,后端工程师,1
新零售业务市场经理,backend-engineer,后端工程师,1
新零售渠道经理,backend-engineer,后端工程师,1
方案工程师（天津）,backend-engineer,后端工程师,1
方案师,backend-engineer,后端工程师,1
方案规划工程师,backend-engineer,后端工程师,1
方正售后客服,backend-engineer,后端工程师,1
施工企业投标专员,backend-engineer,后端工程师,1
施工员 技术员,backend-engineer,后端工程师,1
施工员文员,backend-engineer,后端工程师,1
施工员现场项目管理,backend-engineer,后端工程师,1
施工学员,backend-engineer,后端工程师,1
施工工程师,backend-engineer,后端工程师,1
施工现场实习生,backend-engineer,后端工程师,1
施工现场管理,backend-engineer,后端工程师,1
施工现场管理人员,backend-engineer,后端工程师,1
施工经理,backend-engineer,后端工程师,1
施工队长,backend-engineer,后端工程师,1
旅店服务员,backend-engineer,后端工程师,1
旅顺项目置业顾问,backend-engineer,后端工程师,1
旗舰店客服专员,backend-engineer,后端工程师,1
无人机-公共事务经理,backend-engineer,后端工程师,1
无人机教员,backend-engineer,后端工程师,1
无人机飞手,backend-engineer,后端工程师,1
无人机飞手（内蒙）,backend-engineer,后端工程师,1
无人物流车销售业务员,backend-engineer,后端工程师,1
无外出扫街｜无获客成本｜新媒体新房转化岗｜高提成｜月均多单稳定高薪,backend-engineer,后端工程师,1
无损检测工程师,backend-engineer,后端工程师,1
无线技术研究工程师,backend-engineer,后端工程师,1
无菌灌装操作员,backend-engineer,后端工程师,1
无试岗 大专 7200,backend-engineer,后端工程师,1
无责4000底薪+提成，租赁业务员+分资源+快速上岗,backend-engineer,后端工程师,1
无责底薪4000-5000+提成30-50%，你敢投吗？,backend-engineer,后端工程师,1
无责底薪5K 月薪1W+ 实习生 应届生 58安居客 小红书网络获客,backend-engineer,后端工程师,1
无销售/高薪部门/新人6K以上,backend-engineer,后端工程师,1
无销售客服（薪资 5K 起+带薪年假+团建）,backend-engineer,后端工程师,1
日企营业,backend-engineer,后端工程师,1
日化销售区域经理,backend-engineer,后端工程师,1
日操作工,backend-engineer,后端工程师,1
日文录专员,backend-engineer,后端工程师,1
日文录审核专员,backend-engineer,后端工程师,1
日文数据处理,backend-engineer,后端工程师,1
日文笔译,backend-engineer,后端工程师,1
日料寿司店经理,backend-engineer,后端工程师,1
日料店兼职/时薪27.7/就近分配/法定三薪,backend-engineer,后端工程师,1
日本船厂铆工、电焊工,backend-engineer,后端工程师,1
日本超大型综合类销售岗位,backend-engineer,后端工程师,1
日百酒水果蔬配送司机,backend-engineer,后端工程师,1
日立电梯吉林司更新改造营业经理,backend-engineer,后端工程师,1
日立电梯吉林司营业经理,backend-engineer,后端工程师,1
日系大客户经理（汽车内外饰零部件方向）,backend-engineer,后端工程师,1
日系销售经理/总监（日产/本田）,backend-engineer,后端工程师,1
日结 兼职聊天员,backend-engineer,后端工程师,1
日结253管吃住五险一金操作工,backend-engineer,后端工程师,1
日语,backend-engineer,后端工程师,1
日语BPO,backend-engineer,后端工程师,1
日语Call售后技术支持,backend-engineer,后端工程师,1
日语业务员,backend-engineer,后端工程师,1
日语业务经理,backend-engineer,后端工程师,1
日语内勤,backend-engineer,后端工程师,1
日语品质管理,backend-engineer,后端工程师,1
日语外贸专员连,backend-engineer,后端工程师,1
日语外贸员,backend-engineer,后端工程师,1
日语客服/无责底薪6140元-白领公寓,backend-engineer,后端工程师,1
日语客服/无责底薪7640元-白领公寓03,backend-engineer,后端工程师,1
日语客服/无责底薪7640元-白领公寓16,backend-engineer,后端工程师,1
日语技术支持,backend-engineer,后端工程师,1
日语技术支持help des),backend-engineer,后端工程师,1
日语技术支持支持,backend-engineer,后端工程师,1
日语教学主管,backend-engineer,后端工程师,1
日语服装业务员,backend-engineer,后端工程师,1
日语服装外贸业务员,backend-engineer,后端工程师,1
日语流程专员,backend-engineer,后端工程师,1
日语级赴日SE,backend-engineer,后端工程师,1
日语线客服,backend-engineer,后端工程师,1
日语网络工程师,backend-engineer,后端工程师,1
日语营业,backend-engineer,后端工程师,1
日语营销,backend-engineer,后端工程师,1
日语财务,backend-engineer,后端工程师,1
日语财务流程专员,backend-engineer,后端工程师,1
日语采购,backend-engineer,后端工程师,1
日语销售经理,backend-engineer,后端工程师,1
日餐厨师,backend-engineer,后端工程师,1
旧楼换梯销售,backend-engineer,后端工程师,1
早9晚6！会电脑办公室电话提醒客服+月入5000+,backend-engineer,后端工程师,1
早九晚六 会电脑打字的办公室提醒客服7000+,backend-engineer,后端工程师,1
早九晚六弹性销售代表,backend-engineer,后端工程师,1
早九晚六销售专员晋升空间大,backend-engineer,后端工程师,1
早八晚五（双休）,backend-engineer,后端工程师,1
早托老师,backend-engineer,后端工程师,1
早托销售顾问,backend-engineer,后端工程师,1
早教中心市场专员,backend-engineer,后端工程师,1
早教中心课程顾问,backend-engineer,后端工程师,1
早教主管,backend-engineer,后端工程师,1
早教课程顾问,backend-engineer,后端工程师,1
早晚售后客服专员,backend-engineer,后端工程师,1
旭君教育集团市场专员,backend-engineer,后端工程师,1
时尚类编辑,backend-engineer,后端工程师,1
时尚编辑,backend-engineer,后端工程师,1
时空平台经理,backend-engineer,后端工程师,1
时薪27.7/日料店兼职/就近分配/法定三薪,backend-engineer,后端工程师,1
时薪27.7/日料店兼职/法定三薪/就近分配,backend-engineer,后端工程师,1
时钟系统工程师,backend-engineer,后端工程师,1
时间自由网约车司机 平台自动派单,backend-engineer,后端工程师,1
明档主管,backend-engineer,后端工程师,1
易企秀销售,backend-engineer,后端工程师,1
易手车销售顾问,backend-engineer,后端工程师,1
星务软件架构师,backend-engineer,后端工程师,1
星际咖啡师舟山,backend-engineer,后端工程师,1
晋中交通银行堂经理,backend-engineer,后端工程师,1
晋中阳泉销售代表,backend-engineer,后端工程师,1
晋城OTC销售经理,backend-engineer,后端工程师,1
晋城地区市场专员月,backend-engineer,后端工程师,1
晋城客服文员,backend-engineer,后端工程师,1
晋州幼师,backend-engineer,后端工程师,1
晋蒙省区-行销主管-太原,backend-engineer,后端工程师,1
晚班主管,backend-engineer,后端工程师,1
晚自习老师,backend-engineer,后端工程师,1
晚辅导老师,backend-engineer,后端工程师,1
晨光文具 外阜销售经理,backend-engineer,后端工程师,1
晨光文具城市经理,backend-engineer,后端工程师,1
晨光文具营业员,backend-engineer,后端工程师,1
普外科医生,backend-engineer,后端工程师,1
普工 操作工 求,backend-engineer,后端工程师,1
普工 高新,backend-engineer,后端工程师,1
普工(全勤奖),backend-engineer,后端工程师,1
普工(初中以上),backend-engineer,后端工程师,1
普工(带薪休假),backend-engineer,后端工程师,1
普工+交通补助,backend-engineer,后端工程师,1
普工+医药补贴,backend-engineer,后端工程师,1
普工+待遇好,backend-engineer,后端工程师,1
普工+招聘,backend-engineer,后端工程师,1
普工-焊锡,backend-engineer,后端工程师,1
普工/接受实习,backend-engineer,后端工程师,1
普工/操作工/包住提供3餐,backend-engineer,后端工程师,1
普工8000+公寓住宿+报销车票,backend-engineer,后端工程师,1
普工{交通补助},backend-engineer,后端工程师,1
普工~五险,backend-engineer,后端工程师,1
普工~学历不限,backend-engineer,后端工程师,1
普工~年终奖,backend-engineer,后端工程师,1
普工「医药补贴」,backend-engineer,后端工程师,1
普工【初中以上】,backend-engineer,后端工程师,1
普工【学历不限】,backend-engineer,后端工程师,1
普工【招聘】,backend-engineer,后端工程师,1
普工人,backend-engineer,后端工程师,1
普工分拣员,backend-engineer,后端工程师,1
普工岗位需,backend-engineer,后端工程师,1
普工应届生,backend-engineer,后端工程师,1
